customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100200,Male,1,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,97.68,6615.46,0
C100201,Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,Yes,One year,No,Electronic check,67.81,4669.51,0
C100202,Male,1,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.18,1099.3,0
C100203,Female,1,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,91.29,1275.98,1
C100204,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.9,238.69,1
C100205,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Bank transfer,86.9,6069.7,0
C100206,Female,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.31,1174.74,0
C100207,Female,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.56,4248.34,0
C100208,Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,63.24,1373.75,0
C100209,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,No,One year,Yes,Electronic check,84.33,3885.21,0
C100210,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,One year,No,Electronic check,81.83,345.06,0
C100211,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.35,4417.23,0
C100212,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,20.06,838.85,0
C100213,Male,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.03,2074.49,1
C100214,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,66.34,3330.54,0
C100215,Male,0,No,Yes,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,75.01,3497.7,0
C100216,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.08,2718.23,0
C100217,Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.67,249.78,0
C100218,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,One year,Yes,Mailed check,57.69,33.78,1
C100219,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,Yes,Yes,No,Two year,Yes,Electronic check,65.61,4487.85,0
C100220,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.55,1750.16,1
C100221,Male,1,Yes,No,22,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.48,1312.48,0
C100222,Female,1,No,No,49,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,Yes,Bank transfer,68.35,3357.52,0
C100223,Male,1,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,90.83,1650.61,0
C100224,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,80.18,2146.87,0
C100225,Male,1,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card,85.46,4368.76,0
C100226,Female,0,No,No,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,97.03,4187.08,0
C100227,Female,1,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,No,Bank transfer,68.75,3219.89,0
C100228,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.29,11.19,0
C100229,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Credit card,54.43,1752.93,0
C100230,Male,1,Yes,No,34,No,No phone service,DSL,No,No,Yes,No,No,Two year,No,Mailed check,52.07,1759.49,1
C100231,Female,1,No,No,46,No,No phone service,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.82,3741.2,0
C100232,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Two year,Yes,Electronic check,85.63,918.26,1
C100233,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,94.41,1040.26,0
C100234,Male,1,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,68.54,3776.34,0
C100235,Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,18.69,900.04,0
C100236,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,90.71,5352.15,0
C100237,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,No,Electronic check,99.67,1905.23,1
C100238,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,22.88,1659.38,0
C100239,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,One year,No,Mailed check,56.94,1112.92,0
C100240,Male,1,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,One year,No,Mailed check,83.25,3938.11,1
C100241,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.81,857.9,0
C100242,Male,1,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,89.48,6029.14,0
C100243,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,82.07,1958.96,1
C100244,Female,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Mailed check,89.26,5197.89,0
C100245,Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,Two year,Yes,Credit card,57.43,1379.56,0
C100246,Female,1,No,Yes,57,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Credit card,55.81,3172.72,0
C100247,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.67,745.08,0
C100248,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.81,99.81,1
C100249,Male,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.66,263.35,0
C100250,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,Yes,Two year,No,Mailed check,67.26,3315.26,1
C100251,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.68,991.9,0
C100252,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Credit card,83.46,1653.21,1
C100253,Male,1,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Electronic check,88.03,3439.06,1
C100254,Female,1,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,One year,No,Electronic check,54.51,966.66,0
C100255,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,One year,No,Credit card,94.55,838.42,0
C100256,Female,0,No,No,45,Yes,No,DSL,No,Yes,Yes,No,No,Two year,Yes,Credit card,60.87,2754.62,0
C100257,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.25,4611.61,1
C100258,Male,1,No,Yes,53,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.73,3306.61,0
C100259,Female,1,No,No,68,Yes,No,DSL,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,64.25,4359.37,0
C100260,Female,0,Yes,No,9,No,No phone service,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.52,627.7,0
C100261,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.47,605.43,0
C100262,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.46,1604.81,1
C100263,Female,1,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.89,1218.86,0
C100264,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Two year,Yes,Bank transfer,75.94,2960.79,0
C100265,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,95.03,662.87,0
C100266,Male,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Bank transfer,58.31,2898.82,0
C100267,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.7,279.35,1
C100268,Female,1,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,55.11,1115.13,1
C100269,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.0,4535.88,0
C100270,Male,0,No,No,36,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,91.56,3326.79,1
C100271,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.63,4903.8,1
C100272,Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.81,2772.52,0
C100273,Female,1,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,79.19,4837.83,0
C100274,Male,1,Yes,No,41,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Credit card,66.15,2699.54,0
C100275,Male,1,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.77,303.55,1
C100276,Male,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.47,415.37,1
C100277,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,85.78,4835.81,0
C100278,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.38,182.04,1
C100279,Male,1,No,No,27,No,No phone service,DSL,No,No,Yes,No,Yes,Two year,No,Mailed check,63.53,1710.83,0
C100280,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.96,49.83,0
C100281,Male,1,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,16.51,319.83,0
C100282,Female,0,Yes,No,43,No,No phone service,Fiber optic,No,No,No,No,Yes,One year,Yes,Bank transfer,84.85,3608.48,0
C100283,Male,1,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.91,1286.82,0
C100284,Male,0,No,Yes,34,Yes,No,DSL,No,Yes,No,No,No,One year,Yes,Bank transfer,52.78,1795.7,0
C100285,Female,0,No,Yes,72,No,No phone service,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,79.06,5697.11,0
C100286,Male,1,Yes,No,5,No,No phone service,Fiber optic,No,No,No,Yes,No,One year,No,Mailed check,82.53,386.11,0
C100287,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.1,331.96,0
C100288,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,No,Electronic check,99.42,1928.97,1
C100289,Male,1,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.79,5284.07,0
C100290,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,One year,No,Electronic check,81.5,2366.78,0
C100291,Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,One year,Yes,Credit card,87.31,4007.25,0
C100292,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,74.94,141.99,0
C100293,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.87,2706.35,0
C100294,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.53,383.26,1
C100295,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,No,One year,No,Mailed check,80.35,4114.91,0
C100296,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.59,974.41,1
C100297,Male,1,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.26,1180.65,0
C100298,Male,1,No,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.49,1835.07,1
C100299,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,60.66,769.22,0
C100300,Male,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,103.45,2483.98,1
C100301,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,89.93,0.0,0
C100302,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Electronic check,91.73,1113.02,0
C100303,Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Mailed check,87.34,3770.82,1
C100304,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,No,Mailed check,86.88,1819.4,1
C100305,Male,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Electronic check,72.89,1772.74,1
C100306,Male,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,One year,No,Electronic check,87.33,5045.27,0
C100307,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.6,903.06,1
C100308,Male,0,Yes,No,28,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.17,1601.07,0
C100309,Male,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,Yes,Credit card,83.46,1078.09,0
C100310,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Two year,No,Electronic check,95.35,3313.82,0
C100311,Female,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer,55.88,1357.17,0
C100312,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Two year,Yes,Bank transfer,86.49,245.96,0
C100313,Male,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,92.88,472.47,0
C100314,Male,1,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.66,5259.98,1
C100315,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,109.41,474.35,0
C100316,Female,1,No,Yes,57,Yes,Yes,DSL,No,No,No,Yes,No,One year,No,Mailed check,62.13,3537.53,0
C100317,Female,1,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,60.61,4007.46,0
C100318,Female,0,No,No,34,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.98,2179.59,0
C100319,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,80.64,1797.96,0
C100320,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Credit card,76.56,4272.41,0
C100321,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card,87.62,6209.71,0
C100322,Female,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.34,722.29,1
C100323,Female,1,No,Yes,70,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,No,Bank transfer,69.5,4833.86,0
C100324,Female,1,Yes,Yes,68,Yes,No,DSL,No,No,No,No,Yes,One year,No,Electronic check,61.64,4196.18,0
C100325,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,63.46,653.96,0
C100326,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.86,251.43,1
C100327,Male,0,No,Yes,52,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,54.87,2821.26,0
C100328,Male,1,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Electronic check,77.66,385.8,1
C100329,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.96,3754.27,1
C100330,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.02,294.53,1
C100331,Male,1,No,No,50,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.28,3542.26,0
C100332,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,71.6,1163.17,0
C100333,Female,1,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,72.97,516.21,1
C100334,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,88.07,360.5,0
C100335,Female,1,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,77.57,1045.56,0
C100336,Female,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,103.66,4052.02,1
C100337,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,Yes,Electronic check,80.62,416.28,1
C100338,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Mailed check,95.31,5582.23,1
C100339,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,No,Mailed check,61.22,2689.29,1
C100340,Female,1,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,No,Two year,Yes,Electronic check,50.42,1042.81,0
C100341,Male,0,No,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,67.61,4876.38,0
C100342,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,80.14,3855.7,1
C100343,Female,1,No,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.83,3705.03,0
C100344,Female,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,98.23,1158.14,1
C100345,Male,1,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.87,4425.75,0
C100346,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,23.82,959.25,0
C100347,Female,1,Yes,No,71,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.18,4542.26,0
C100348,Male,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,61.84,2120.77,1
C100349,Male,1,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,4160.46,0
C100350,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.74,612.62,0
C100351,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.69,190.63,1
C100352,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.86,458.89,1
C100353,Male,1,Yes,No,63,Yes,Yes,DSL,No,No,No,Yes,No,Two year,Yes,Electronic check,63.63,4015.59,0
C100354,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.14,3967.52,0
C100355,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.47,2491.43,0
C100356,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,85.47,4265.92,0
C100357,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.54,0.0,1
C100358,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,One year,No,Mailed check,88.27,168.34,0
C100359,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,72.7,2685.0,0
C100360,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,99.69,4478.72,0
C100361,Female,0,Yes,Yes,68,Yes,No,DSL,No,Yes,No,No,No,Two year,No,Bank transfer,55.77,3810.47,0
C100362,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,107.0,5850.32,0
C100363,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Two year,Yes,Electronic check,80.88,1473.13,1
C100364,Male,1,No,No,59,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.75,5110.66,0
C100365,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,Yes,One year,No,Electronic check,65.96,2316.24,0
C100366,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.51,6188.23,0
C100367,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,No,Bank transfer,96.36,1182.84,0
C100368,Male,1,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.4,82.32,1
C100369,Female,1,Yes,No,4,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card,51.69,225.95,0
C100370,Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,95.02,6811.35,1
C100371,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,Yes,Electronic check,70.66,369.87,1
C100372,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,No,One year,Yes,Credit card,61.71,4204.62,0
C100373,Male,0,No,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,71.68,3767.13,1
C100374,Female,1,No,No,10,No,No phone service,DSL,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.11,680.6,0
C100375,Male,1,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.66,5655.57,1
C100376,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,One year,No,Electronic check,92.59,937.02,1
C100377,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.99,543.47,0
C100378,Male,1,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,103.21,4340.58,1
C100379,Male,1,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,No,One year,Yes,Electronic check,59.08,1270.25,0
C100380,Male,1,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,80.22,1709.05,0
C100381,Female,0,Yes,Yes,14,No,No phone service,DSL,No,Yes,No,Yes,No,Two year,No,Electronic check,64.62,847.33,1
C100382,Female,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Mailed check,76.8,3372.65,0
C100383,Male,1,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.5,19.2,0
C100384,Male,0,No,Yes,17,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.8,1389.51,0
C100385,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,66.41,2658.35,0
C100386,Male,1,No,No,35,No,No phone service,DSL,No,Yes,Yes,No,No,Two year,Yes,Credit card,60.88,2155.75,0
C100387,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,61.05,3091.74,0
C100388,Female,1,No,No,15,No,No phone service,Fiber optic,No,No,No,Yes,Yes,One year,No,Bank transfer,90.55,1365.02,0
C100389,Male,1,Yes,Yes,47,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.17,2809.88,0
C100390,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,20.38,1107.45,0
C100391,Male,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Credit card,88.11,2496.59,0
C100392,Male,1,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,One year,Yes,Credit card,91.06,1628.16,0
C100393,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,103.92,,0
C100394,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,2541.54,0
C100395,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,85.28,548.91,0
C100396,Male,1,No,Yes,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.52,2862.38,1
C100397,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.46,991.39,1
C100398,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.06,3662.98,1
C100399,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,66.59,4499.97,0
